fn,lon,lat
patch_0.tif,-124.65289421027032,41.331314594464914
patch_1.tif,51.25335507855508,24.517396127704433
patch_2.tif,112.24814910943044,42.96978266481537
patch_3.tif,19.013767035687756,-17.116714107678078
patch_4.tif,-120.24154487318454,62.48120790473417
patch_5.tif,23.84533040068569,41.52931233897642
patch_6.tif,-68.10819914082609,-78.7128504914107
patch_7.tif,26.800695871255883,27.61675123466944
patch_8.tif,-88.05157375699095,41.07076139176647
patch_9.tif,24.649929305446044,20.07676591099624
patch_10.tif,-105.92841749889632,79.02418832840699
patch_11.tif,28.84894097938095,21.045393727455114
patch_12.tif,92.93314408480106,55.015739456145894
patch_13.tif,127.68186552675431,-19.662191117713192
patch_14.tif,112.96803267673822,24.072406310280883
patch_15.tif,89.44787777189912,33.39832709321572
patch_16.tif,-133.38195159484084,68.93235643729501
patch_17.tif,-44.157979026711246,-16.67114204509472
patch_18.tif,38.69905540142978,-18.021724896594993
patch_19.tif,144.18877338781337,-23.375723433847757
patch_20.tif,-146.750110726851,63.97161308471135
patch_21.tif,-143.64213272424743,-16.720223245926615
patch_22.tif,66.63935120994066,71.6234385952083
patch_23.tif,12.181684791837833,45.18533558688757
patch_24.tif,76.3937749227768,66.41493596391719
patch_25.tif,106.13570765914733,76.11790966620096
patch_26.tif,139.56724468606254,51.423767460935494
patch_27.tif,52.65057829910696,19.122172140868592
patch_28.tif,52.92517751711164,29.801596872376443
patch_29.tif,-77.59284372408149,-5.481361852163271
patch_30.tif,123.80498539989063,49.23151878435958
patch_31.tif,-62.225348024593856,-8.159610553211428
patch_32.tif,58.39171716051369,47.86519545397775
patch_33.tif,29.383886600676885,66.67106876963128
patch_34.tif,75.25280480445296,16.02271981849794
patch_35.tif,129.51972095576807,72.2805736373604
patch_36.tif,-16.027487488517767,21.725753798195484
patch_37.tif,84.31255124480812,40.684652729741146
patch_38.tif,-101.67597811416128,41.482751141332855
patch_39.tif,145.8046341858481,15.139767878104529
patch_40.tif,-30.97803840264543,78.24534529694155
patch_41.tif,47.29868095134791,27.30800894715527
patch_42.tif,115.81636009537912,45.334170267134986
patch_43.tif,-25.056237662857395,79.21670107194029
patch_44.tif,-14.696757111544056,12.21091633827133
patch_45.tif,-147.17632061155993,67.92465778291903
patch_46.tif,-32.756018330031,76.50639419876954
patch_47.tif,-84.75457248849874,64.7533010114112
patch_48.tif,26.603633272877456,17.98178379108339
